corpus,dataset,truefam,reg_random,reg_beta1,reg_matched,reg_em,reg_mv,reg_consensus,reg_model_centrality,reg_hits
oddbench,WaterPointFunctionality,local,0.09788221948777107,0.0,0.0,0.05772271854447303,0.05772271854447303,0.10135243197901671,0.10135243197901671,0.10135243197901671
oddbench,SMSClassification,global,0.27723839553010865,0.4520885863648636,0.07119140031766896,0.07119140031766896,0.0,0.1866332671158085,0.07119140031766896,0.1866332671158085
ovrbench,KPIData,local,0.0823005620198766,0.09676018356074964,0.09676018356074964,0.08498857559142758,0.08498857559142758,0.11552353084555361,0.11552353084555361,0.11552353084555361
ovrbench,ShuttleOperations,local,0.5252452162342313,0.0,0.0,0.037096415883218326,0.037096415883218326,0.7238256989407665,0.7238256989407665,0.7238256989407665
tsbad_m,112_SVDB_id_29_Medical_tr_8226_1st_8326.,global,0.059178925562935705,0.04822041738971427,0.04822041738971427,0.05757844543117656,0.05757844543117656,0.062320454513481074,0.062320454513481074,0.062320454513481074
oddbench,CasePriority,local,0.1494363647822402,0.1283025771709303,0.1283025771709303,0.1283025771709303,0.1283025771709303,0.021461865812183234,0.021461865812183234,0.012570103857014181
dami,Wilt,local,0.2214167058248951,0.0,0.23035949055871335,0.18073775415804477,0.18073775415804477,0.25442503957564416,0.24975512350346257,0.24975512350346257
adbench,44_Wilt,local,0.6109823691198629,0.18830805890822283,0.4456969079747201,0.4456969079747201,0.4456969079747201,0.709072570285834,0.709072570285834,0.709072570285834
ovrbench,SpotifyHitPredictor,global,0.19572929369883624,0.057203771046730745,0.057203771046730745,0.057203771046730745,0.057203771046730745,0.08044873047420531,0.08044873047420531,0.08044873047420531
oddbench,TreadmillStatus,local,0.49098654081514337,0.6528875246189886,0.6528875246189886,0.31488537873503997,0.31488537873503997,0.6252022764128854,0.6252022764128854,0.6593370308755997
ovrbench,students_dropout_and_academic_success,local,0.1344973523786461,0.09980372521809033,0.09980372521809033,0.12871602891587483,0.09980372521809033,0.11545388871180626,0.11545388871180626,0.12692355304197586
ovrbench,MalariaDetection,global,0.5735756262482953,0.8296380183362532,0.8296380183362532,0.4276087138514206,0.19109976691856356,0.4276087138514206,0.4276087138514206,0.4276087138514206
ovrbench,GesturePhaseSegmentationProcessed,local,0.5798771138209334,0.02072854257418638,0.02072854257418638,0.6914854017655763,0.6914854017655763,0.6792340547405522,0.6792340547405522,0.6792340547405522
ovrbench,HealthMetrics,local,0.06532643677539895,0.10019577533639565,0.05367703833782012,0.05367703833782012,0.06379267961599229,0.0280506587759315,0.0280506587759315,0.0280506587759315
oddbench,BugSeverity,global,0.07594114518144801,0.003264449301134467,0.003264449301134467,0.003264449301134467,0.003264449301134467,0.06220284523963094,0.06220284523963094,0.06220284523963094
tsbad_m,084_SVDB_id_1_Medical_tr_12973_1st_13073,local,0.044904992843398606,0.03075257799683752,0.03075257799683752,0.007171598298318545,0.007171598298318545,0.05046326973199129,0.05046326973199129,0.0278536750622937
oddbench,LandRarity,global,0.19727351189419098,0.0,0.0,0.0,0.0,0.17709929847897143,0.17709929847897143,0.20074350208836966
